ASOS Big Compute,e9d3203a-6548-49f6-b293-a352aadf077a
ASOS Big Data,6fed01fe-9f23-48cb-9f33-9e4ab841af4e
AsosRecommendationsCompute,38502671-55d1-4260-921a-2803653552de
AsosRecommendationsData,62e8b35d-1f7a-4115-a720-35637301ee48
